active_cases,confirmed_cases,control_classification,country_iso,country_name,daily_cases,daily_cases_growth,daily_cases_growth_ndays,daily_cases_mavg_100k,deaths,last_updated_cases,last_updated_rt,last_updated_subnotification,new_deaths,new_deaths_growth,new_deaths_mavg_100k,notification_rate,overall_alert,population,rt_high_95,rt_low_95,rt_most_likely,rt_most_likely_growth,situation_classification,state_id,state_name,subnotification_rate,trust_classification,data_last_refreshed
8966.0,1069.0,3,BR,Brasil,16.0,estabilizando,9,0.49726759294273276,47.0,2020-05-09,2020-04-29,2020-05-09,-2.0,estabilizando,0.03419605223674953,0.06278944534194938,3,7018354,2.16,0.92,1.57,estabilizando,0,GO,Goiás,0.9372105546580506,3,2021-01-20 09:19:42
17490.0,2576.0,2,BR,Brasil,134.0,crescendo,10,4.599922792932502,39.0,2020-05-09,2020-04-29,2020-05-09,2.0,estabilizando,0.0331645478942502,0.08896473265073948,3,3015268,1.82,0.91,1.3900000000000001,estabilizando,2,DF,Distrito Federal,0.9110352673492605,3,2021-01-20 09:19:42
18620.0,1302.0,3,BR,Brasil,39.0,estabilizando,2,4.799617381029414,43.0,2020-05-10,2020-04-30,2020-05-10,2.0,estabilizando,0.15192223832097795,0.050374967675200416,3,1777225,2.47,1.01,1.76,estabilizando,1,RO,Rondônia,0.9496250323247996,3,2021-01-20 09:19:56
20305.0,1447.0,3,BR,Brasil,112.0,crescendo,8,12.778719520146042,41.0,2020-05-10,2020-04-30,2020-05-10,1.0,estabilizando,0.2607901942886947,0.0575229801644896,3,881935,2.45,0.85,1.67,estabilizando,3,AC,Acre,0.9424770198355104,3,2021-01-20 09:19:56
202897.0,12599.0,3,BR,Brasil,674.0,crescendo,4,20.390402251413104,1004.0,2020-05-10,2020-04-30,2020-05-10,42.0,estabilizando,1.5707196622494295,0.04320416425679584,3,4144597,1.8800000000000001,1.3800000000000001,1.6500000000000001,estabilizando,3,AM,Amazonas,0.9567958357432041,3,2021-01-20 09:19:56
21767.0,1290.0,3,BR,Brasil,88.0,estabilizando,21,17.845321834849056,21.0,2020-05-10,2020-04-30,2020-05-10,3.0,estabilizando,0.3301632161859215,0.0405658224960073,3,605761,2.25,0.86,1.57,estabilizando,2,RR,Roraima,0.9594341775039927,3,2021-01-20 09:19:56
388757.0,7348.0,3,BR,Brasil,330.0,estabilizando,14,5.692289719761963,672.0,2020-05-10,2020-04-30,2020-05-10,62.0,estabilizando,0.5893385517499112,0.013576612268139911,3,8602865,2.13,1.46,1.82,estabilizando,1,PA,Pará,0.9864233877318601,3,2021-01-20 09:19:56
29227.0,2613.0,3,BR,Brasil,120.0,estabilizando,1,19.10773047221871,72.0,2020-05-10,2020-04-30,2020-05-10,3.0,estabilizando,0.4847877161887172,0.061312938177182925,3,845731,2.23,1.19,1.74,estabilizando,2,AP,Amapá,0.938687061822817,3,2021-01-20 09:19:56
8690.0,747.0,3,BR,Brasil,59.0,crescendo,14,4.361464994475053,12.0,2020-05-10,2020-04-30,2020-05-10,1.0,estabilizando,0.05722038622489138,0.07825099375354912,3,1572866,3.7600000000000002,1.07,2.37,estabilizando,2,TO,Tocantins,0.9217490062464508,3,2021-01-20 09:19:56
82248.0,8144.0,3,BR,Brasil,545.0,estabilizando,8,7.90933829113347,399.0,2020-05-10,2020-04-30,2020-05-10,20.0,estabilizando,0.30246576023991467,0.06971623690097728,3,7075181,1.92,1.31,1.6300000000000001,estabilizando,1,MA,Maranhão,0.9302837630990227,3,2021-01-20 09:19:56
15332.0,1332.0,3,BR,Brasil,54.0,estabilizando,4,2.3921347343157073,45.0,2020-05-10,2020-04-30,2020-05-10,3.0,estabilizando,0.07332213745028988,0.0631346578366446,3,3273227,2.6,1.16,1.92,estabilizando,0,PI,Piauí,0.9368653421633554,3,2021-01-20 09:19:56
213778.0,16692.0,3,BR,Brasil,813.0,crescendo,3,13.00470714332488,1114.0,2020-05-10,2020-04-30,2020-05-10,52.0,estabilizando,0.6833055959443185,0.04879830035851813,3,9132078,1.75,1.35,1.56,estabilizando,3,CE,Ceará,0.9512016996414818,3,2021-01-20 09:19:56
27947.0,1930.0,3,BR,Brasil,11.0,estabilizando,9,2.073083759142456,87.0,2020-05-10,2020-04-30,2020-05-10,0.0,estabilizando,0.10265614213085064,0.039288888888888894,3,3506853,2.07,1.1,1.61,estabilizando,0,RN,Rio Grande do Norte,0.9607111111111111,3,2021-01-20 09:19:56
23646.0,2341.0,3,BR,Brasil,185.0,estabilizando,2,3.9894209416476887,135.0,2020-05-10,2020-04-30,2020-05-10,11.0,estabilizando,0.199097738822093,0.07603715170278638,3,4018127,2.47,1.28,1.92,estabilizando,1,PB,Paraíba,0.9239628482972136,3,2021-01-20 09:19:56
207629.0,13275.0,3,BR,Brasil,805.0,crescendo,2,6.923669396198898,1047.0,2020-05-10,2020-04-30,2020-05-10,75.0,crescendo,0.5901389662167414,0.04034603349898767,3,9557071,1.86,1.42,1.6600000000000001,estabilizando,2,PE,Pernambuco,0.9596539665010123,3,2021-01-20 09:19:56
40793.0,2258.0,3,BR,Brasil,88.0,estabilizando,6,3.496779038023202,126.0,2020-05-10,2020-04-30,2020-05-10,12.0,crescendo,0.26667809287409167,0.04162520729684909,3,3337357,2.75,1.59,2.19,estabilizando,0,AL,Alagoas,0.958374792703151,3,2021-01-20 09:19:56
17218.0,1771.0,3,BR,Brasil,183.0,crescendo,7,6.468884967825236,34.0,2020-05-10,2020-04-30,2020-05-10,1.0,estabilizando,0.12615848289638995,0.09269131556319862,3,2298696,3.09,1.21,2.19,estabilizando,2,SE,Sergipe,0.9073086844368013,3,2021-01-20 09:19:56
51799.0,5558.0,3,BR,Brasil,384.0,crescendo,6,1.9135263587919749,202.0,2020-05-10,2020-04-30,2020-05-10,6.0,estabilizando,0.07126978005339048,0.06390049197066741,3,14873064,1.82,1.18,1.52,estabilizando,1,BA,Bahia,0.9360995080293326,3,2021-01-20 09:19:56
14731.0,3237.0,2,BR,Brasil,114.0,crescendo,5,0.7553572615460185,119.0,2020-05-10,2020-04-30,2020-05-10,1.0,estabilizando,0.020312921980286922,0.11465883121123081,3,21168791,1.74,0.97,1.3800000000000001,estabilizando,1,MG,Minas Gerais,0.8853411687887692,3,2021-01-20 09:19:56
43765.0,4599.0,3,BR,Brasil,187.0,estabilizando,8,4.944446518109315,181.0,2020-05-10,2020-04-30,2020-05-10,9.0,estabilizando,0.23390939743446182,0.06352139008028153,3,4018650,1.96,1.27,1.6400000000000001,estabilizando,1,ES,Espírito Santo,0.9364786099197184,3,2021-01-20 09:19:56
338698.0,17062.0,3,BR,Brasil,133.0,estabilizando,1,4.900682266949853,1714.0,2020-05-10,2020-04-30,2020-05-10,61.0,crescendo,0.5751539405603598,0.029380185456320155,3,17264943,1.6600000000000001,1.29,1.49,estabilizando,1,RJ,Rio de Janeiro,0.9706198145436798,3,2021-01-20 09:19:56
388767.0,45444.0,3,BR,Brasil,1033.0,estabilizando,9,4.2533546372007836,3709.0,2020-05-10,2020-04-30,2020-05-10,101.0,estabilizando,0.3366794464754703,0.06360874620260286,3,45919049,1.6400000000000001,1.4000000000000001,1.54,estabilizando,1,SP,São Paulo,0.9363912537973972,3,2021-01-20 09:19:56
7564.0,1859.0,2,BR,Brasil,50.0,estabilizando,6,0.40755794341364066,112.0,2020-05-10,2020-04-30,2020-05-10,2.0,estabilizando,0.020115520812261232,0.09095607235142118,3,11433957,1.72,0.86,1.31,estabilizando,0,PR,Paraná,0.9090439276485788,3,2021-01-20 09:19:56
7652.0,3429.0,3,BR,Brasil,57.0,estabilizando,10,1.8144291219782078,65.0,2020-05-10,2020-04-30,2020-05-10,1.0,estabilizando,0.026518579475066112,0.2733956386292835,3,7164788,2.08,1.31,1.72,estabilizando,0,SC,Santa Catarina,0.7266043613707165,3,2021-01-20 09:19:56
10129.0,2576.0,3,BR,Brasil,34.0,estabilizando,9,1.112748005030043,100.0,2020-05-10,2020-04-30,2020-05-10,3.0,estabilizando,0.041310549949772526,0.13505747126436782,3,11377239,1.85,0.99,1.45,estabilizando,0,RS,Rio Grande do Sul,0.8649425287356322,3,2021-01-20 09:19:56
715.0,362.0,3,BR,Brasil,16.0,estabilizando,21,0.4641980923977307,11.0,2020-05-10,2020-04-30,2020-05-10,0.0,estabilizando,0.00359843482478861,0.17901234567901234,3,2778986,2.44,0.72,1.55,estabilizando,0,MS,Mato Grosso do Sul,0.8209876543209876,3,2021-01-20 09:19:56
6394.0,519.0,3,BR,Brasil,17.0,estabilizando,36,0.7461688534197206,18.0,2020-05-10,2020-04-30,2020-05-10,2.0,estabilizando,0.025828921849144176,0.04222737819025522,3,3484466,2.38,0.73,1.57,estabilizando,0,MT,Mato Grosso,0.9577726218097448,3,2021-01-20 09:19:56
7973.0,1093.0,3,BR,Brasil,24.0,estabilizando,10,0.4944179219230037,47.0,2020-05-10,2020-04-30,2020-05-10,0.0,estabilizando,0.03419605223674953,0.06522222222222222,3,7018354,2.17,0.97,1.6,estabilizando,0,GO,Goiás,0.9347777777777778,3,2021-01-20 09:19:56
18226.0,2682.0,3,BR,Brasil,106.0,estabilizando,1,4.556808880669977,42.0,2020-05-10,2020-04-30,2020-05-10,3.0,estabilizando,0.043113912262525256,0.08542791056283731,3,3015268,1.84,0.9500000000000001,1.43,estabilizando,1,DF,Distrito Federal,0.9145720894371627,3,2021-01-20 09:19:56
18939.0,1398.0,3,BR,Brasil,96.0,estabilizando,3,5.159729353345806,47.0,2020-05-11,2020-05-01,2020-05-11,4.0,estabilizando,0.17442923659075243,0.05306646138054914,3,1777225,2.48,1.08,1.78,estabilizando,1,RO,Rondônia,0.9469335386194508,3,2021-01-20 09:20:10
21492.0,1460.0,3,BR,Brasil,13.0,estabilizando,1,11.780913559389298,44.0,2020-05-11,2020-05-01,2020-05-11,3.0,estabilizando,0.2607901942886947,0.05392694063926941,3,881935,2.49,0.9400000000000001,1.74,estabilizando,1,AC,Acre,0.9460730593607306,3,2021-01-20 09:20:10
189428.0,12919.0,3,BR,Brasil,320.0,estabilizando,1,19.323953571360494,1035.0,2020-05-11,2020-05-01,2020-05-11,31.0,estabilizando,1.5514174236964413,0.04746382489682913,3,4144597,1.86,1.3800000000000001,1.6400000000000001,estabilizando,2,AM,Amazonas,0.9525361751031709,3,2021-01-20 09:20:10
22544.0,1295.0,3,BR,Brasil,5.0,estabilizando,22,16.90435666871918,24.0,2020-05-11,2020-05-01,2020-05-11,3.0,estabilizando,0.3136550553766254,0.038591916558018254,3,605761,2.21,0.85,1.56,estabilizando,2,RR,Roraima,0.9614080834419817,3,2021-01-20 09:20:10
389543.0,8069.0,3,BR,Brasil,721.0,estabilizando,15,6.322312392441355,812.0,2020-05-11,2020-05-01,2020-05-11,140.0,estabilizando,0.7776479114806522,0.015017586021303493,3,8602865,2.11,1.48,1.81,estabilizando,1,PA,Pará,0.9849824139786965,3,2021-01-20 09:20:10
32507.0,2671.0,3,BR,Brasil,58.0,estabilizando,2,15.844281455923928,73.0,2020-05-11,2020-05-01,2020-05-11,1.0,estabilizando,0.4020190817174728,0.05626520681265207,3,845731,2.16,1.16,1.68,estabilizando,2,AP,Amapá,0.9437347931873479,3,2021-01-20 09:20:10
8415.0,828.0,3,BR,Brasil,81.0,crescendo,15,4.768365518740948,14.0,2020-05-11,2020-05-01,2020-05-11,2.0,estabilizando,0.06357820691654598,0.08900584795321638,3,1572866,3.68,1.1500000000000001,2.41,estabilizando,2,TO,Tocantins,0.9109941520467836,3,2021-01-20 09:20:10
82320.0,8526.0,3,BR,Brasil,382.0,crescendo,1,8.069051519671369,423.0,2020-05-11,2020-05-01,2020-05-11,24.0,crescendo,0.30670593444888544,0.07286156778651418,3,7075181,1.9100000000000001,1.32,1.6400000000000001,estabilizando,2,MA,Maranhão,0.9271384322134858,3,2021-01-20 09:20:10
14993.0,1443.0,3,BR,Brasil,111.0,estabilizando,5,2.477677228007712,49.0,2020-05-11,2020-05-01,2020-05-11,4.0,estabilizando,0.08859758275243361,0.0690339091490723,3,3273227,2.57,1.21,1.9000000000000001,estabilizando,0,PI,Piauí,0.9309660908509277,3,2021-01-20 09:20:10
207182.0,17599.0,3,BR,Brasil,907.0,estabilizando,1,10.260534349356192,1189.0,2020-05-11,2020-05-01,2020-05-11,75.0,estabilizando,0.745722934035386,0.05220534069981583,3,9132078,1.68,1.29,1.5,estabilizando,1,CE,Ceará,0.9477946593001841,3,2021-01-20 09:20:10
27569.0,2033.0,3,BR,Brasil,103.0,estabilizando,10,2.0246072475806653,93.0,2020-05-11,2020-05-01,2020-05-11,6.0,estabilizando,0.10265614213085064,0.04265672171905523,3,3506853,2.07,1.1300000000000001,1.6300000000000001,estabilizando,0,RN,Rio Grande do Norte,0.9573432782809448,3,2021-01-20 09:20:10
24342.0,2525.0,3,BR,Brasil,184.0,estabilizando,3,4.138744245764259,139.0,2020-05-11,2020-05-01,2020-05-11,4.0,estabilizando,0.1916315736162645,0.07772549019607843,3,4018127,2.44,1.32,1.9000000000000001,estabilizando,1,PB,Paraíba,0.9222745098039216,3,2021-01-20 09:20:10
204300.0,13768.0,3,BR,Brasil,493.0,crescendo,3,7.331744213263666,1087.0,2020-05-11,2020-05-01,2020-05-11,40.0,crescendo,0.5922316575863044,0.041164868314189584,3,9557071,1.84,1.42,1.6400000000000001,estabilizando,2,PE,Pernambuco,0.9588351316858104,3,2021-01-20 09:20:10
41761.0,2343.0,3,BR,Brasil,85.0,estabilizando,7,3.4458405259011844,138.0,2020-05-11,2020-05-01,2020-05-11,12.0,crescendo,0.2816600082040968,0.04070776255707762,3,3337357,2.64,1.56,2.13,estabilizando,0,AL,Alagoas,0.9592922374429224,3,2021-01-20 09:20:10
17792.0,1800.0,3,BR,Brasil,29.0,estabilizando,1,6.390579702579202,37.0,2020-05-11,2020-05-01,2020-05-11,3.0,estabilizando,0.12615848289638995,0.08931025006870019,3,2298696,3.13,1.3900000000000001,2.29,estabilizando,1,SE,Sergipe,0.9106897499312998,3,2021-01-20 09:20:10
53744.0,5808.0,3,BR,Brasil,250.0,crescendo,7,1.9921920594169433,214.0,2020-05-11,2020-05-01,2020-05-11,12.0,estabilizando,0.06992506722219444,0.06423094271538114,3,14873064,1.8,1.18,1.51,estabilizando,1,BA,Bahia,0.9357690572846189,3,2021-01-20 09:20:10
14972.0,3320.0,2,BR,Brasil,83.0,estabilizando,1,0.6566270128511354,121.0,2020-05-11,2020-05-01,2020-05-11,2.0,estabilizando,0.020785315514712202,0.11581699346405229,3,21168791,1.73,0.97,1.3800000000000001,estabilizando,0,MG,Minas Gerais,0.8841830065359477,3,2021-01-20 09:20:10
45310.0,4819.0,3,BR,Brasil,220.0,estabilizando,9,5.218170281064536,196.0,2020-05-11,2020-05-01,2020-05-11,15.0,estabilizando,0.2587933758849365,0.06345177664974619,3,4018650,1.96,1.3,1.6500000000000001,estabilizando,1,ES,Espírito Santo,0.9365482233502538,3,2021-01-20 09:20:10
322101.0,17939.0,3,BR,Brasil,877.0,estabilizando,2,5.145108211478022,1770.0,2020-05-11,2020-05-01,2020-05-11,56.0,crescendo,0.5832628581513417,0.03103067818710685,3,17264943,1.6600000000000001,1.3,1.49,estabilizando,1,RJ,Rio de Janeiro,0.9689693218128932,3,2021-01-20 09:20:10
393305.0,46131.0,3,BR,Brasil,687.0,estabilizando,10,4.338068935181998,3743.0,2020-05-11,2020-05-01,2020-05-11,34.0,crescendo,0.33885719192485886,0.06212737872621274,3,45919049,1.6600000000000001,1.43,1.56,estabilizando,1,SP,São Paulo,0.9378726212737872,3,2021-01-20 09:20:10
8285.0,1873.0,2,BR,Brasil,14.0,estabilizando,7,0.3647031382049102,114.0,2020-05-11,2020-05-01,2020-05-11,2.0,estabilizando,0.020990108673663896,0.08110918544194107,3,11433957,1.72,0.87,1.32,estabilizando,0,PR,Paraná,0.918890814558059,3,2021-01-20 09:20:10
7755.0,3529.0,3,BR,Brasil,100.0,estabilizando,11,1.8060548337229239,69.0,2020-05-11,2020-05-01,2020-05-11,4.0,estabilizando,0.02791429418428012,0.2647342995169082,3,7164788,2.0300000000000002,1.29,1.69,estabilizando,0,SC,Santa Catarina,0.7352657004830918,3,2021-01-20 09:20:10
9559.0,2808.0,3,BR,Brasil,232.0,estabilizando,10,1.306116536709829,105.0,2020-05-11,2020-05-01,2020-05-11,5.0,estabilizando,0.03603686272214199,0.1623541349568747,3,11377239,1.87,1.04,1.46,estabilizando,0,RS,Rio Grande do Sul,0.8376458650431253,3,2021-01-20 09:20:10
935.0,385.0,3,BR,Brasil,23.0,crescendo,1,0.572151137141389,11.0,2020-05-11,2020-05-01,2020-05-11,0.0,estabilizando,0.00359843482478861,0.15729166666666666,3,2778986,2.35,0.66,1.51,estabilizando,1,MS,Mato Grosso do Sul,0.8427083333333334,3,2021-01-20 09:20:10
6005.0,545.0,3,BR,Brasil,26.0,crescendo,1,0.8236556189671531,19.0,2020-05-11,2020-05-01,2020-05-11,1.0,estabilizando,0.025828921849144176,0.04813008130081301,3,3484466,2.34,0.72,1.55,estabilizando,1,MT,Mato Grosso,0.951869918699187,3,2021-01-20 09:20:10
9120.0,1100.0,3,BR,Brasil,7.0,estabilizando,11,0.4858689088638163,49.0,2020-05-11,2020-05-01,2020-05-11,2.0,estabilizando,0.03847055876634323,0.053071500503524674,3,7018354,2.17,1.01,1.61,estabilizando,0,GO,Goiás,0.9469284994964753,3,2021-01-20 09:20:10
19288.0,2799.0,3,BR,Brasil,117.0,estabilizando,2,4.765745532403753,44.0,2020-05-11,2020-05-01,2020-05-11,2.0,estabilizando,0.053063276630800314,0.08347045624532536,3,3015268,1.8900000000000001,1.03,1.46,estabilizando,1,DF,Distrito Federal,0.9165295437546747,3,2021-01-20 09:20:10
18767.0,1460.0,3,BR,Brasil,62.0,estabilizando,4,4.816497629731744,50.0,2020-05-12,2020-05-02,2020-05-12,3.0,estabilizando,0.1688024870233088,0.05579084967320262,3,1777225,2.43,1.08,1.79,estabilizando,1,RO,Rondônia,0.9442091503267974,3,2021-01-20 09:20:24
22798.0,1590.0,3,BR,Brasil,130.0,estabilizando,2,12.517929325857349,51.0,2020-05-12,2020-05-02,2020-05-12,7.0,estabilizando,0.3514998270847625,0.055837123673380985,3,881935,2.5300000000000002,1.04,1.81,estabilizando,2,AC,Acre,0.944162876326619,3,2021-01-20 09:20:24
173099.0,14168.0,3,BR,Brasil,1249.0,estabilizando,2,20.88502211433343,1098.0,2020-05-12,2020-05-02,2020-05-12,63.0,estabilizando,1.5465918640581942,0.05679423183582917,3,4144597,1.82,1.36,1.6,estabilizando,2,AM,Amazonas,0.9432057681641708,3,2021-01-20 09:20:24
20220.0,1411.0,3,BR,Brasil,116.0,estabilizando,23,12.777316466395163,28.0,2020-05-12,2020-05-02,2020-05-12,4.0,estabilizando,0.39619585942310576,0.04876360039564787,3,605761,2.24,0.92,1.6,estabilizando,2,RR,Roraima,0.9512363996043521,3,2021-01-20 09:20:24
383692.0,9059.0,3,BR,Brasil,990.0,crescendo,1,7.145294038672001,914.0,2020-05-12,2020-05-02,2020-05-12,102.0,estabilizando,0.8950506604485832,0.017566162024731307,3,8602865,2.08,1.48,1.8,estabilizando,2,PA,Pará,0.9824338379752687,3,2021-01-20 09:20:24
32365.0,2910.0,3,BR,Brasil,239.0,estabilizando,3,16.54190280361013,86.0,2020-05-12,2020-05-02,2020-05-12,13.0,estabilizando,0.5202599881049649,0.06154761904761905,3,845731,2.11,1.1500000000000001,1.6400000000000001,estabilizando,2,AP,Amapá,0.9384523809523809,3,2021-01-20 09:20:24
7749.0,932.0,3,BR,Brasil,104.0,crescendo,16,5.2769911740733155,21.0,2020-05-12,2020-05-02,2020-05-12,7.0,estabilizando,0.10808295175812815,0.10530864197530865,3,1572866,3.5500000000000003,1.2,2.4,estabilizando,2,TO,Tocantins,0.8946913580246914,3,2021-01-20 09:20:24
79832.0,9112.0,3,BR,Brasil,586.0,crescendo,2,8.245725445045151,444.0,2020-05-12,2020-05-02,2020-05-12,21.0,crescendo,0.3095327172548659,0.07901590159015902,3,7075181,1.9000000000000001,1.34,1.6400000000000001,estabilizando,2,MA,Maranhão,0.920984098409841,3,2021-01-20 09:20:24
15047.0,1612.0,3,BR,Brasil,169.0,estabilizando,6,2.893169340226022,57.0,2020-05-12,2020-05-02,2020-05-12,8.0,estabilizando,0.11914847335672106,0.07695749440715884,3,3273227,2.5300000000000002,1.24,1.9000000000000001,estabilizando,0,PI,Piauí,0.9230425055928412,3,2021-01-20 09:20:24
214223.0,18412.0,3,BR,Brasil,813.0,estabilizando,2,10.859521786826614,1280.0,2020-05-12,2020-05-02,2020-05-12,91.0,estabilizando,0.7588634262650844,0.053341589835328655,3,9132078,1.61,1.23,1.44,estabilizando,1,CE,Ceará,0.9466584101646713,3,2021-01-20 09:20:24
24394.0,2367.0,3,BR,Brasil,334.0,estabilizando,11,2.9456609672546863,105.0,2020-05-12,2020-05-02,2020-05-12,12.0,estabilizando,0.1340232966708328,0.05251260650321683,3,3506853,2.06,1.16,1.62,estabilizando,0,RN,Rio Grande do Norte,0.9474873934967831,3,2021-01-20 09:20:24
24989.0,2777.0,3,BR,Brasil,252.0,estabilizando,4,4.564315662496482,154.0,2020-05-12,2020-05-02,2020-05-12,15.0,estabilizando,0.22149623443957847,0.08319751649204501,3,4018127,2.41,1.35,1.9000000000000001,estabilizando,1,PB,Paraíba,0.916802483507955,3,2021-01-20 09:20:24
204564.0,14309.0,3,BR,Brasil,541.0,crescendo,4,7.44998127564397,1157.0,2020-05-12,2020-05-02,2020-05-12,70.0,crescendo,0.6100195342275891,0.041967320721100876,3,9557071,1.81,1.4000000000000001,1.6300000000000001,estabilizando,2,PE,Pernambuco,0.9580326792788991,3,2021-01-20 09:20:24
41803.0,2580.0,3,BR,Brasil,237.0,estabilizando,8,4.173961610939435,150.0,2020-05-12,2020-05-02,2020-05-12,12.0,crescendo,0.299638306600103,0.043130705856156755,3,3337357,2.54,1.53,2.07,estabilizando,1,AL,Alagoas,0.9568692941438433,3,2021-01-20 09:20:24
18487.0,2032.0,3,BR,Brasil,232.0,estabilizando,2,7.047473872143163,37.0,2020-05-12,2020-05-02,2020-05-12,0.0,estabilizando,0.10005672781437823,0.09476971116315379,3,2298696,3.09,1.49,2.33,estabilizando,1,SE,Sergipe,0.9052302888368462,3,2021-01-20 09:20:24
56019.0,6204.0,3,BR,Brasil,396.0,crescendo,8,2.0782536806134906,225.0,2020-05-12,2020-05-02,2020-05-12,11.0,estabilizando,0.07597627496257665,0.06497804795677137,3,14873064,1.79,1.19,1.5,estabilizando,1,BA,Bahia,0.9350219520432286,3,2021-01-20 09:20:24
15329.0,3435.0,2,BR,Brasil,115.0,estabilizando,2,0.6632405223330894,127.0,2020-05-12,2020-05-02,2020-05-12,6.0,estabilizando,0.022202496117988035,0.11650913673597983,3,21168791,1.73,0.99,1.3800000000000001,estabilizando,0,MG,Minas Gerais,0.8834908632640202,3,2021-01-20 09:20:24
45310.0,5087.0,3,BR,Brasil,268.0,estabilizando,10,5.4993592375549,212.0,2020-05-12,2020-05-02,2020-05-12,16.0,estabilizando,0.2811889564903637,0.06451149425287356,3,4018650,1.94,1.3,1.6400000000000001,estabilizando,1,ES,Espírito Santo,0.9354885057471265,3,2021-01-20 09:20:24
317825.0,18486.0,3,BR,Brasil,547.0,estabilizando,3,5.043167533191393,1928.0,2020-05-12,2020-05-02,2020-05-12,158.0,crescendo,0.6660896592592284,0.0314072485140993,3,17264943,1.6400000000000001,1.29,1.48,estabilizando,1,RJ,Rio de Janeiro,0.9685927514859007,3,2021-01-20 09:20:24
359769.0,47719.0,3,BR,Brasil,1588.0,estabilizando,11,4.2516124408412725,3949.0,2020-05-12,2020-05-02,2020-05-12,206.0,crescendo,0.341688261009064,0.06581436519979766,3,45919049,1.6300000000000001,1.41,1.53,estabilizando,1,SP,São Paulo,0.9341856348002023,3,2021-01-20 09:20:24
7527.0,1930.0,2,BR,Brasil,57.0,estabilizando,8,0.4023104162452247,116.0,2020-05-12,2020-05-02,2020-05-12,2.0,estabilizando,0.017491757228053247,0.08556338028169014,3,11433957,1.72,0.88,1.33,estabilizando,0,PR,Paraná,0.9144366197183098,3,2021-01-20 09:20:24
6815.0,3733.0,3,BR,Brasil,204.0,estabilizando,12,1.8702577103467681,73.0,2020-05-12,2020-05-02,2020-05-12,4.0,estabilizando,0.029310008893494128,0.2550282485875706,3,7164788,1.98,1.27,1.6500000000000001,estabilizando,0,SC,Santa Catarina,0.7449717514124294,3,2021-01-20 09:20:24
9283.0,2917.0,3,BR,Brasil,109.0,estabilizando,11,1.1276901188416628,111.0,2020-05-12,2020-05-02,2020-05-12,6.0,estabilizando,0.035157914850870234,0.16880081300813007,3,11377239,1.84,1.03,1.44,estabilizando,0,RS,Rio Grande do Sul,0.8311991869918699,3,2021-01-20 09:20:24
771.0,405.0,3,BR,Brasil,20.0,crescendo,2,0.626127659513218,12.0,2020-05-12,2020-05-02,2020-05-12,1.0,estabilizando,0.010795304474365828,0.2141025641025641,3,2778986,2.3000000000000003,0.64,1.47,estabilizando,1,MS,Mato Grosso do Sul,0.7858974358974359,3,2021-01-20 09:20:24
6791.0,604.0,3,BR,Brasil,59.0,crescendo,2,0.9757592698565577,20.0,2020-05-12,2020-05-02,2020-05-12,1.0,estabilizando,0.02869880205460464,0.050216450216450215,3,3484466,2.31,0.72,1.53,estabilizando,1,MT,Mato Grosso,0.9497835497835498,3,2021-01-20 09:20:24
8680.0,1115.0,3,BR,Brasil,15.0,estabilizando,12,0.39325460072261964,52.0,2020-05-12,2020-05-02,2020-05-12,3.0,estabilizando,0.028496710197291275,0.05230607966457023,3,7018354,2.12,0.99,1.59,estabilizando,0,GO,Goiás,0.9476939203354298,3,2021-01-20 09:20:24
20885.0,2979.0,3,BR,Brasil,180.0,estabilizando,3,5.4091377615522065,46.0,2020-05-12,2020-05-02,2020-05-12,2.0,crescendo,0.05637973142022533,0.08374269005847954,3,3015268,1.8900000000000001,1.05,1.5,estabilizando,1,DF,Distrito Federal,0.9162573099415204,3,2021-01-20 09:20:24
17818.0,1612.0,3,BR,Brasil,152.0,estabilizando,5,5.379172586476107,50.0,2020-05-13,2020-05-03,2020-05-13,0.0,estabilizando,0.13504198961864705,0.06616997792494482,3,1777225,2.4,1.11,1.78,estabilizando,1,RO,Rondônia,0.9338300220750552,3,2021-01-20 09:20:38
24756.0,1694.0,3,BR,Brasil,104.0,estabilizando,3,12.166429498772585,52.0,2020-05-13,2020-05-03,2020-05-13,1.0,estabilizando,0.2721288983882032,0.05412735849056603,3,881935,2.56,1.1400000000000001,1.8800000000000001,estabilizando,1,AC,Acre,0.945872641509434,3,2021-01-20 09:20:38
168608.0,15816.0,3,BR,Brasil,1648.0,estabilizando,3,22.656002501570114,1160.0,2020-05-13,2020-05-03,2020-05-13,62.0,estabilizando,1.409063414368152,0.06532923567241478,3,4144597,1.8,1.36,1.59,estabilizando,2,AM,Amazonas,0.9346707643275852,3,2021-01-20 09:20:38
20799.0,1411.0,3,BR,Brasil,0.0,estabilizando,24,11.291581993558516,29.0,2020-05-13,2020-05-03,2020-05-13,1.0,estabilizando,0.3796876986138097,0.0473583093179635,3,605761,2.14,0.85,1.53,estabilizando,1,RR,Roraima,0.9526416906820365,3,2021-01-20 09:20:38
384594.0,10344.0,3,BR,Brasil,1285.0,crescendo,2,8.004310192011616,1022.0,2020-05-13,2020-05-03,2020-05-13,108.0,estabilizando,1.0159406197818983,0.020171932735087852,3,8602865,2.0100000000000002,1.43,1.75,estabilizando,2,PA,Pará,0.9798280672649121,3,2021-01-20 09:20:38
